,year_film,year_ceremony,ceremony,name,film,winner,category2
8409,2003,2004,76,Howard Shore,The Lord of the Rings: The Return of the King,True,ETC
8411,2003,2004,76,Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,True,ETC
8415,2003,2004,76,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,True,BEST PICTURE
8423,2003,2004,76,Adam Elliot,Harvie Krumpet,True,ETC
8429,2003,2004,76,Aaron Schneider and Andrew J. Sacks,Two Soldiers,True,ETC
8431,2003,2004,76,Richard King,Master and Commander: The Far Side of the World,True,ETC
8434,2003,2004,76,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",The Lord of the Rings: The Return of the King,True,ETC
8438,2003,2004,76,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke",The Lord of the Rings: The Return of the King,True,ETC
8443,2003,2004,76,"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",The Lord of the Rings: The Return of the King,True,WRITING
8450,2003,2004,76,Written by Sofia Coppola,Lost in Translation,True,WRITING
8456,2004,2005,77,Jamie Foxx,Ray,True,ACTOR
8460,2004,2005,77,Morgan Freeman,Million Dollar Baby,True,ACTOR SUPPORTING
8465,2004,2005,77,Hilary Swank,Million Dollar Baby,True,ACTRESS
8467,2004,2005,77,Cate Blanchett,The Aviator,True,ACTRESS SUPPORTING
8472,2004,2005,77,Brad Bird,The Incredibles,True,ETC
8475,2004,2005,77,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,The Aviator,True,ETC
8480,2004,2005,77,Robert Richardson,The Aviator,True,CINEMATOGRAPHY
8485,2004,2005,77,Sandy Powell,The Aviator,True,ETC
8491,2004,2005,77,Clint Eastwood,Million Dollar Baby,True,DIRECTING
8495,2004,2005,77,Ross Kauffman and Zana Briski,Born into Brothels,True,ETC
8503,2004,2005,77,Robert Hudson and Bobby Houston,Mighty Times: The Children's March,True,ETC
8513,2004,2005,77,Spain,The Sea Inside,True,ETC
8515,2004,2005,77,Valli O'Reilly and Bill Corso,Lemony Snicket's A Series of Unfortunate Events,True,ETC
8518,2004,2005,77,Jan A.P. Kaczmarek,Finding Neverland,True,ETC
8524,2004,2005,77,Music and Lyric by Jorge Drexler,The Motorcycle Diaries,True,ETC
8530,2004,2005,77,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",Million Dollar Baby,True,BEST PICTURE
8537,2004,2005,77,Chris Landreth,Ryan,True,ETC
8542,2004,2005,77,Andrea Arnold,Wasp,True,ETC
8543,2004,2005,77,Michael Silvers and Randy Thom,The Incredibles,True,ETC
8549,2004,2005,77,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",Ray,True,ETC
8553,2004,2005,77,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier",Spider-Man 2,True,ETC
8558,2004,2005,77,Screenplay by Alexander Payne & Jim Taylor,Sideways,True,WRITING
8560,2004,2005,77,Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,Eternal Sunshine of the Spotless Mind,True,WRITING
8566,2005,2006,78,Philip Seymour Hoffman,Capote,True,ACTOR
8571,2005,2006,78,George Clooney,Syriana,True,ACTOR SUPPORTING
8580,2005,2006,78,Reese Witherspoon,Walk the Line,True,ACTRESS
8584,2005,2006,78,Rachel Weisz,The Constant Gardener,True,ACTRESS SUPPORTING
8588,2005,2006,78,Nick Park and Steve Box,Wallace & Gromit in The Curse of the Were-Rabbit,True,ETC
8592,2005,2006,78,Art Direction:  John Myhre; Set Decoration:  Gretchen Rau,Memoirs of a Geisha,True,ETC
8597,2005,2006,78,Dion Beebe,Memoirs of a Geisha,True,CINEMATOGRAPHY
8600,2005,2006,78,Colleen Atwood,Memoirs of a Geisha,True,ETC
8604,2005,2006,78,Ang Lee,Brokeback Mountain,True,DIRECTING
8611,2005,2006,78,Luc Jacquet and Yves Darondeau,March of the Penguins,True,ETC
8617,2005,2006,78,Corinne Marrinan and Eric Simonson,A Note of Triumph: The Golden Age of Norman Corwin,True,ETC
8627,2005,2006,78,South Africa,Tsotsi,True,ETC
8628,2005,2006,78,Howard Berger and Tami Lane,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",True,ETC
8631,2005,2006,78,Gustavo Santaolalla,Brokeback Mountain,True,ETC
8637,2005,2006,78,"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard",Hustle & Flow,True,ETC
8641,2005,2006,78,"Paul Haggis and Cathy Schulman, Producers",Crash,True,BEST PICTURE
8645,2005,2006,78,John Canemaker and Peggy Stern,The Moon and the Son: An Imagined Conversation,True,ETC
8653,2005,2006,78,Martin McDonagh,Six Shooter,True,ETC
8654,2005,2006,78,Mike Hopkins and Ethan Van der Ryn,King Kong,True,ETC
8658,2005,2006,78,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",King Kong,True,ETC
8663,2005,2006,78,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",King Kong,True,ETC
8665,2005,2006,78,Screenplay by Larry McMurtry & Diana Ossana,Brokeback Mountain,True,WRITING
8670,2005,2006,78,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,Crash,True,WRITING
8680,2006,2007,79,Forest Whitaker,The Last King of Scotland,True,ACTOR
8681,2006,2007,79,Alan Arkin,Little Miss Sunshine,True,ACTOR SUPPORTING
8688,2006,2007,79,Helen Mirren,The Queen,True,ACTRESS
8694,2006,2007,79,Jennifer Hudson,Dreamgirls,True,ACTRESS SUPPORTING
8697,2006,2007,79,George Miller,Happy Feet,True,ETC
8701,2006,2007,79,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,Pan's Labyrinth,True,ETC
8707,2006,2007,79,Guillermo Navarro,Pan's Labyrinth,True,CINEMATOGRAPHY
8712,2006,2007,79,Milena Canonero,Marie Antoinette,True,ETC
8715,2006,2007,79,Martin Scorsese,The Departed,True,DIRECTING
8720,2006,2007,79,Davis Guggenheim,An Inconvenient Truth,True,ETC
8724,2006,2007,79,Ruby Yang and Thomas Lennon,The Blood of Yingzhou District,True,ETC
8735,2006,2007,79,Germany,The Lives of Others,True,ETC
8740,2006,2007,79,David Martí and Montse Ribé,Pan's Labyrinth,True,ETC
8741,2006,2007,79,Gustavo Santaolalla,Babel,True,ETC
8746,2006,2007,79,Music and Lyric by Melissa Etheridge,An Inconvenient Truth,True,ETC
8752,2006,2007,79,"Graham King, Producer",The Departed,True,BEST PICTURE
8756,2006,2007,79,Torill Kove,The Danish Poet,True,ETC
8765,2006,2007,79,Ari Sandel,West Bank Story,True,ETC
8769,2006,2007,79,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,True,ETC
8773,2006,2007,79,"Michael Minkler, Bob Beemer and Willie Burton",Dreamgirls,True,ETC
8776,2006,2007,79,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",Pirates of the Caribbean: Dead Man's Chest,True,ETC
8781,2006,2007,79,Screenplay by William Monahan,The Departed,True,WRITING
8786,2006,2007,79,Written by Michael Arndt,Little Miss Sunshine,True,WRITING
8792,2007,2008,80,Daniel Day-Lewis,There Will Be Blood,True,ACTOR
8797,2007,2008,80,Javier Bardem,No Country for Old Men,True,ACTOR SUPPORTING
8803,2007,2008,80,Marion Cotillard,La Vie en Rose,True,ACTRESS
8810,2007,2008,80,Tilda Swinton,Michael Clayton,True,ACTRESS SUPPORTING
8812,2007,2008,80,Brad Bird,Ratatouille,True,ETC
8817,2007,2008,80,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Sweeney Todd The Demon Barber of Fleet Street,True,ETC
8823,2007,2008,80,Robert Elswit,There Will Be Blood,True,CINEMATOGRAPHY
8826,2007,2008,80,Alexandra Byrne,Elizabeth: The Golden Age,True,ETC
8832,2007,2008,80,Joel Coen and Ethan Coen,No Country for Old Men,True,DIRECTING
8837,2007,2008,80,Alex Gibney and Eva Orner,Taxi to the Dark Side,True,ETC
8839,2007,2008,80,Cynthia Wade and Vanessa Roth,Freeheld,True,ETC
8849,2007,2008,80,Austria,The Counterfeiters,True,ETC
8853,2007,2008,80,Didier Lavergne and Jan Archibald,La Vie en Rose,True,ETC
8856,2007,2008,80,Dario Marianelli,Atonement,True,ETC
8861,2007,2008,80,Music and Lyric by Glen Hansard and Marketa Irglova,Once,True,ETC
8869,2007,2008,80,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,True,BEST PICTURE
8875,2007,2008,80,Suzie Templeton and Hugh Welchman,Peter & the Wolf,True,ETC
8878,2007,2008,80,Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),True,ETC
8881,2007,2008,80,Karen Baker Landers and Per Hallberg,The Bourne Ultimatum,True,ETC
8886,2007,2008,80,"Scott Millan, David Parker and Kirk Francis",The Bourne Ultimatum,True,ETC
8891,2007,2008,80,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",The Golden Compass,True,ETC
8897,2007,2008,80,Written for the screen by Joel Coen & Ethan Coen,No Country for Old Men,True,WRITING
8899,2007,2008,80,Written by Diablo Cody,Juno,True,WRITING
8907,2008,2009,81,Sean Penn,Milk,True,ACTOR
8913,2008,2009,81,Heath Ledger,The Dark Knight,True,ACTOR SUPPORTING
8919,2008,2009,81,Kate Winslet,The Reader,True,ACTRESS
8921,2008,2009,81,Penélope Cruz,Vicky Cristina Barcelona,True,ACTRESS SUPPORTING
8927,2008,2009,81,Andrew Stanton,WALL-E,True,ETC
8929,2008,2009,81,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,The Curious Case of Benjamin Button,True,ETC
8937,2008,2009,81,Anthony Dod Mantle,Slumdog Millionaire,True,CINEMATOGRAPHY
8940,2008,2009,81,Michael O'Connor,The Duchess,True,ETC
8947,2008,2009,81,Danny Boyle,Slumdog Millionaire,True,DIRECTING
8951,2008,2009,81,James Marsh and Simon Chinn,Man on Wire,True,ETC
8955,2008,2009,81,Megan Mylan,Smile Pinki,True,ETC
8964,2008,2009,81,Japan,Departures,True,ETC
8967,2008,2009,81,Greg Cannom,The Curious Case of Benjamin Button,True,ETC
8973,2008,2009,81,A.R. Rahman,Slumdog Millionaire,True,ETC
8976,2008,2009,81,Music by A.R. Rahman; Lyric by Gulzar,Slumdog Millionaire,True,ETC
8982,2008,2009,81,"Christian Colson, Producer",Slumdog Millionaire,True,BEST PICTURE
8983,2008,2009,81,Kunio Kato,La Maison en Petits Cubes,True,ETC
8992,2008,2009,81,Jochen Alexander Freydank,Spielzeugland (Toyland),True,ETC
8993,2008,2009,81,Richard King,The Dark Knight,True,ETC
9000,2008,2009,81,"Ian Tapp, Richard Pryke and Resul Pookutty",Slumdog Millionaire,True,ETC
9003,2008,2009,81,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",The Curious Case of Benjamin Button,True,ETC
9010,2008,2009,81,Screenplay by Simon Beaufoy,Slumdog Millionaire,True,WRITING
9014,2008,2009,81,Written by Dustin Lance Black,Milk,True,WRITING
9017,2009,2010,82,Jeff Bridges,Crazy Heart,True,ACTOR
9026,2009,2010,82,Christoph Waltz,Inglourious Basterds,True,ACTOR SUPPORTING
9027,2009,2010,82,Sandra Bullock,The Blind Side,True,ACTRESS
9036,2009,2010,82,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,True,ACTRESS SUPPORTING
9041,2009,2010,82,Pete Docter,Up,True,ETC
9042,2009,2010,82,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,Avatar,True,ETC
9047,2009,2010,82,Mauro Fiore,Avatar,True,CINEMATOGRAPHY
9056,2009,2010,82,Sandy Powell,The Young Victoria,True,ETC
9058,2009,2010,82,Kathryn Bigelow,The Hurt Locker,True,DIRECTING
9063,2009,2010,82,Louie Psihoyos and Fisher Stevens,The Cove,True,ETC
9070,2009,2010,82,Roger Ross Williams and Elinor Burkett,Music by Prudence,True,ETC
9080,2009,2010,82,Argentina,The Secret in Their Eyes,True,ETC
9083,2009,2010,82,"Barney Burman, Mindy Hall and Joel Harlow",Star Trek,True,ETC
9089,2009,2010,82,Michael Giacchino,Up,True,ETC
9094,2009,2010,82,Music and Lyric by Ryan Bingham and T Bone Burnett,Crazy Heart,True,ETC
9099,2009,2010,82,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",The Hurt Locker,True,BEST PICTURE
9108,2009,2010,82,Nicolas Schmerkin,Logorama,True,ETC
9114,2009,2010,82,Joachim Back and Tivi Magnusson,The New Tenants,True,ETC
9116,2009,2010,82,Paul N.J. Ottosson,The Hurt Locker,True,ETC
9121,2009,2010,82,Paul N.J. Ottosson and Ray Beckett,The Hurt Locker,True,ETC
9125,2009,2010,82,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",Avatar,True,ETC
9131,2009,2010,82,Screenplay by Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,True,WRITING
9133,2009,2010,82,Written by Mark Boal,The Hurt Locker,True,WRITING
9145,2010,2011,83,Colin Firth,The King's Speech,True,ACTOR
9147,2010,2011,83,Christian Bale,The Fighter,True,ACTOR SUPPORTING
9155,2010,2011,83,Natalie Portman,Black Swan,True,ACTRESS
9159,2010,2011,83,Melissa Leo,The Fighter,True,ACTRESS SUPPORTING
9164,2010,2011,83,Lee Unkrich,Toy Story 3,True,ETC
9165,2010,2011,83,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,True,ETC
9171,2010,2011,83,Wally Pfister,Inception,True,CINEMATOGRAPHY
9175,2010,2011,83,Colleen Atwood,Alice in Wonderland,True,ETC
9182,2010,2011,83,Tom Hooper,The King's Speech,True,DIRECTING
9187,2010,2011,83,Charles Ferguson and Audrey Marrs,Inside Job,True,ETC
9192,2010,2011,83,Karen Goodman and Kirk Simon,Strangers No More,True,ETC
9202,2010,2011,83,Denmark,In a Better World,True,ETC
9207,2010,2011,83,Rick Baker and Dave Elsey,The Wolfman,True,ETC
9212,2010,2011,83,Trent Reznor and Atticus Ross,The Social Network,True,ETC
9216,2010,2011,83,Music and Lyric by Randy Newman,Toy Story 3,True,ETC
9221,2010,2011,83,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King's Speech,True,BEST PICTURE
9230,2010,2011,83,Shaun Tan and Andrew Ruhemann,The Lost Thing,True,ETC
9234,2010,2011,83,Luke Matheny,God of Love,True,ETC
9237,2010,2011,83,Richard King,Inception,True,ETC
9242,2010,2011,83,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",Inception,True,ETC
9250,2010,2011,83,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",Inception,True,ETC
9253,2010,2011,83,Screenplay by Aaron Sorkin,The Social Network,True,WRITING
9261,2010,2011,83,Screenplay by David Seidler,The King's Speech,True,WRITING
9268,2011,2012,84,Jean Dujardin,The Artist,True,ACTOR
9274,2011,2012,84,Christopher Plummer,Beginners,True,ACTOR SUPPORTING
9279,2011,2012,84,Meryl Streep,The Iron Lady,True,ACTRESS
9285,2011,2012,84,Octavia Spencer,The Help,True,ACTRESS SUPPORTING
9290,2011,2012,84,Gore Verbinski,Rango,True,ETC
9293,2011,2012,84,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Hugo,True,ETC
9298,2011,2012,84,Robert Richardson,Hugo,True,CINEMATOGRAPHY
9302,2011,2012,84,Mark Bridges,The Artist,True,ETC
9306,2011,2012,84,Michel Hazanavicius,The Artist,True,DIRECTING
9315,2011,2012,84,"TJ Martin, Dan Lindsay and Rich Middlemas",Undefeated,True,ETC
9319,2011,2012,84,Daniel Junge and Sharmeen Obaid-Chinoy,Saving Face,True,ETC
9330,2011,2012,84,Iran,A Separation,True,ETC
9333,2011,2012,84,Mark Coulier and J. Roy Helland,The Iron Lady,True,ETC
9335,2011,2012,84,Ludovic Bource,The Artist,True,ETC
9339,2011,2012,84,Music and Lyric by Bret McKenzie,The Muppets,True,ETC
9341,2011,2012,84,"Thomas Langmann, Producer",The Artist,True,BEST PICTURE
9351,2011,2012,84,William Joyce and Brandon Oldenburg,The Fantastic Flying Books of Mr. Morris Lessmore,True,ETC
9357,2011,2012,84,Terry George and Oorlagh George,The Shore,True,ETC
9362,2011,2012,84,Philip Stockton and Eugene Gearty,Hugo,True,ETC
9366,2011,2012,84,Tom Fleischman and John Midgley,Hugo,True,ETC
9371,2011,2012,84,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning",Hugo,True,ETC
9375,2011,2012,84,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,The Descendants,True,WRITING
9383,2011,2012,84,Written by Woody Allen,Midnight in Paris,True,WRITING
9389,2012,2013,85,Daniel Day-Lewis,Lincoln,True,ACTOR
9397,2012,2013,85,Christoph Waltz,Django Unchained,True,ACTOR SUPPORTING
9399,2012,2013,85,Jennifer Lawrence,Silver Linings Playbook,True,ACTRESS
9405,2012,2013,85,Anne Hathaway,Les Misérables,True,ACTRESS SUPPORTING
9408,2012,2013,85,Mark Andrews and Brenda Chapman,Brave,True,ETC
9415,2012,2013,85,Claudio Miranda,Life of Pi,True,CINEMATOGRAPHY
9418,2012,2013,85,Jacqueline Durran,Anna Karenina,True,ETC
9425,2012,2013,85,Ang Lee,Life of Pi,True,DIRECTING
9432,2012,2013,85,Malik Bendjelloul and Simon Chinn,Searching for Sugar Man,True,ETC
9433,2012,2013,85,Sean Fine and Andrea Nix Fine,Inocente,True,ETC
9443,2012,2013,85,Austria,Amour,True,ETC
9450,2012,2013,85,Lisa Westcott and Julie Dartnell,Les Misérables,True,ETC
9453,2012,2013,85,Mychael Danna,Life of Pi,True,ETC
9459,2012,2013,85,Music and Lyric by Adele Adkins and Paul Epworth,Skyfall,True,ETC
9462,2012,2013,85,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,True,BEST PICTURE
9474,2012,2013,85,Production Design: Rick Carter; Set Decoration: Jim Erickson,Lincoln,True,ETC
9479,2012,2013,85,John Kahrs,Paperman,True,ETC
9482,2012,2013,85,Shawn Christensen,Curfew,True,ETC
9488,2012,2013,85,Per Hallberg and Karen Baker Landers,Skyfall,True,ETC
9489,2012,2013,85,Paul N.J. Ottosson,Zero Dark Thirty,True,ETC
9491,2012,2013,85,"Andy Nelson, Mark Paterson and Simon Hayes",Les Misérables,True,ETC
9496,2012,2013,85,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",Life of Pi,True,ETC
9500,2012,2013,85,Screenplay by Chris Terrio,Argo,True,WRITING
9506,2012,2013,85,Written by Quentin Tarantino,Django Unchained,True,WRITING
9518,2013,2014,86,Matthew McConaughey,Dallas Buyers Club,True,ACTOR
9523,2013,2014,86,Jared Leto,Dallas Buyers Club,True,ACTOR SUPPORTING
9525,2013,2014,86,Cate Blanchett,Blue Jasmine,True,ACTRESS
9531,2013,2014,86,Lupita Nyong'o,12 Years a Slave,True,ACTRESS SUPPORTING
9537,2013,2014,86,"Chris Buck, Jennifer Lee and Peter Del Vecho",Frozen,True,ETC
9540,2013,2014,86,Emmanuel Lubezki,Gravity,True,CINEMATOGRAPHY
9546,2013,2014,86,Catherine Martin,The Great Gatsby,True,ETC
9550,2013,2014,86,Alfonso Cuarón,Gravity,True,DIRECTING
9558,2013,2014,86,"Morgan Neville, Gil Friesen and Caitrin Rogers",20 Feet from Stardom,True,ETC
9562,2013,2014,86,Malcolm Clarke and Nicholas Reed,The Lady in Number 6: Music Saved My Life,True,ETC
9570,2013,2014,86,Italy,The Great Beauty,True,ETC
9574,2013,2014,86,Adruitha Lee and Robin Mathews,Dallas Buyers Club,True,ETC
9578,2013,2014,86,Steven Price,Gravity,True,ETC
9584,2013,2014,86,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Frozen,True,ETC
9594,2013,2014,86,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,True,BEST PICTURE
9598,2013,2014,86,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,The Great Gatsby,True,ETC
9603,2013,2014,86,Laurent Witz and Alexandre Espigares,Mr. Hublot,True,ETC
9608,2013,2014,86,Anders Walter and Kim Magnusson,Helium,True,ETC
9613,2013,2014,86,Glenn Freemantle,Gravity,True,ETC
9617,2013,2014,86,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",Gravity,True,ETC
9621,2013,2014,86,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",Gravity,True,ETC
9629,2013,2014,86,Screenplay by John Ridley,12 Years a Slave,True,WRITING
9634,2013,2014,86,Written by Spike Jonze,Her,True,WRITING
9644,2014,2015,87,Eddie Redmayne,The Theory of Everything,True,ACTOR
9649,2014,2015,87,J.K. Simmons,Whiplash,True,ACTOR SUPPORTING
9652,2014,2015,87,Julianne Moore,Still Alice,True,ACTRESS
9655,2014,2015,87,Patricia Arquette,Boyhood,True,ACTRESS SUPPORTING
9660,2014,2015,87,"Don Hall, Chris Williams and Roy Conli",Big Hero 6,True,ETC
9665,2014,2015,87,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),True,CINEMATOGRAPHY
9670,2014,2015,87,Milena Canonero,The Grand Budapest Hotel,True,ETC
9675,2014,2015,87,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),True,DIRECTING
9680,2014,2015,87,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",CitizenFour,True,ETC
9685,2014,2015,87,Ellen Goosenberg Kent and Dana Perry,Crisis Hotline: Veterans Press 1,True,ETC
9695,2014,2015,87,Poland,Ida,True,ETC
9701,2014,2015,87,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,True,ETC
9703,2014,2015,87,Alexandre Desplat,The Grand Budapest Hotel,True,ETC
9709,2014,2015,87,Music and Lyric by John Stephens and Lonnie Lynn,Selma,True,ETC
9714,2014,2015,87,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),True,BEST PICTURE
9721,2014,2015,87,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,True,ETC
9728,2014,2015,87,Patrick Osborne and Kristina Reed,Feast,True,ETC
9735,2014,2015,87,Mat Kirkby and James Lucas,The Phone Call,True,ETC
9736,2014,2015,87,Alan Robert Murray and Bub Asman,American Sniper,True,ETC
9745,2014,2015,87,"Craig Mann, Ben Wilkins and Thomas Curley",Whiplash,True,ETC
9749,2014,2015,87,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",Interstellar,True,ETC
9752,2014,2015,87,Written by Graham Moore,The Imitation Game,True,WRITING
9756,2014,2015,87,"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman or (The Unexpected Virtue of Ignorance),True,WRITING
9767,2015,2016,88,Leonardo DiCaprio,The Revenant,True,ACTOR
9773,2015,2016,88,Mark Rylance,Bridge of Spies,True,ACTOR SUPPORTING
9776,2015,2016,88,Brie Larson,Room,True,ACTRESS
9783,2015,2016,88,Alicia Vikander,The Danish Girl,True,ACTRESS SUPPORTING
9787,2015,2016,88,Pete Docter and Jonas Rivera,Inside Out,True,ETC
9793,2015,2016,88,Emmanuel Lubezki,The Revenant,True,CINEMATOGRAPHY
9798,2015,2016,88,Jenny Beavan,Mad Max: Fury Road,True,ETC
9802,2015,2016,88,Alejandro G. Iñárritu,The Revenant,True,DIRECTING
9805,2015,2016,88,Asif Kapadia and James Gay-Rees,Amy,True,ETC
9813,2015,2016,88,Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,True,ETC
9822,2015,2016,88,Hungary,Son of Saul,True,ETC
9825,2015,2016,88,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,True,ETC
9830,2015,2016,88,Ennio Morricone,The Hateful Eight,True,ETC
9837,2015,2016,88,Music and Lyric by Jimmy Napes and Sam Smith,Spectre,True,ETC
9845,2015,2016,88,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,True,BEST PICTURE
9848,2015,2016,88,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,True,ETC
9851,2015,2016,88,Gabriel Osorio and Pato Escala,Bear Story,True,ETC
9860,2015,2016,88,Benjamin Cleary and Serena Armitage,Stutterer,True,ETC
9861,2015,2016,88,Mark Mangini and David White,Mad Max: Fury Road,True,ETC
9867,2015,2016,88,"Chris Jenkins, Gregg Rudloff and Ben Osmo",Mad Max: Fury Road,True,ETC
9871,2015,2016,88,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",Ex Machina,True,ETC
9876,2015,2016,88,Screenplay by Charles Randolph and Adam McKay,The Big Short,True,WRITING
9884,2015,2016,88,Written by Josh Singer & Tom McCarthy,Spotlight,True,WRITING
9889,2016,2017,89,Casey Affleck,Manchester by the Sea,True,ACTOR
9894,2016,2017,89,Mahershala Ali,Moonlight,True,ACTOR SUPPORTING
9902,2016,2017,89,Emma Stone,La La Land,True,ACTRESS
9904,2016,2017,89,Viola Davis,Fences,True,ACTRESS SUPPORTING
9913,2016,2017,89,"Byron Howard, Rich Moore and Clark Spencer",Zootopia,True,ETC
9915,2016,2017,89,Linus Sandgren,La La Land,True,CINEMATOGRAPHY
9920,2016,2017,89,Colleen Atwood,Fantastic Beasts and Where to Find Them,True,ETC
9926,2016,2017,89,Damien Chazelle,La La Land,True,DIRECTING
9932,2016,2017,89,Ezra Edelman and Caroline Waterlow,O.J.: Made in America,True,ETC
9938,2016,2017,89,Orlando von Einsiedel and Joanna Natasegara,The White Helmets,True,ETC
9946,2016,2017,89,Iran,The Salesman,True,ETC
9951,2016,2017,89,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson",Suicide Squad,True,ETC
9953,2016,2017,89,Justin Hurwitz,La La Land,True,ETC
9959,2016,2017,89,Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,La La Land,True,ETC
9970,2016,2017,89,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,True,BEST PICTURE
9974,2016,2017,89,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,La La Land,True,ETC
9980,2016,2017,89,Alan Barillaro and Marc Sondheimer,Piper,True,ETC
9984,2016,2017,89,Kristof Deák and Anna Udvardy,Sing,True,ETC
9986,2016,2017,89,Sylvain Bellemare,Arrival,True,ETC
9992,2016,2017,89,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",Hacksaw Ridge,True,ETC
9998,2016,2017,89,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,True,ETC
10005,2016,2017,89,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,True,WRITING
10009,2016,2017,89,Written by Kenneth Lonergan,Manchester by the Sea,True,WRITING
10018,2017,2018,90,Gary Oldman,Darkest Hour,True,ACTOR
10024,2017,2018,90,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",True,ACTOR SUPPORTING
10026,2017,2018,90,Frances McDormand,"Three Billboards outside Ebbing, Missouri",True,ACTRESS
10031,2017,2018,90,Allison Janney,"I, Tonya",True,ACTRESS SUPPORTING
10037,2017,2018,90,Lee Unkrich and Darla K. Anderson,Coco,True,ETC
10040,2017,2018,90,Roger A. Deakins,Blade Runner 2049,True,CINEMATOGRAPHY
10047,2017,2018,90,Mark Bridges,Phantom Thread,True,ETC
10054,2017,2018,90,Guillermo del Toro,The Shape of Water,True,DIRECTING
10057,2017,2018,90,Bryan Fogel and Dan Cogan,Icarus,True,ETC
